OrgType,OrgCode,LocationName,Cty,Name,Address,Line2,Line3,Line4,Telephone,EmailAddress,ContactName,ediSONInstance,ediSONCompanyCode
General,ORG0280,HKHKG,,WINTIDE BRAND LIMITED,14 SCIENCE MUSEUM ROAD,TSIMSHATSUI EAST KOWLOON,,,0086 75488093905,testingmainguyen+280@gmail.com,andrew,,
General,ORG0281,CNXTA,,XIANGTAN WEISHENG IMPORT AND EXPORT,JINXIANGTAN COMMERCIAL SQUARE,YUHU DISTRICT XIANGTAN,,,0731 55571809,testingmainguyen+281@gmail.com,BRENDA,,
General,ORG0282,AUMEL,,MPR PTY LTD TRADING AS KORIMCO TOYS,127 LOGIS BLVD,DANDENONG SOUTH,,,03 9706 9057,testingmainguyen+282@gmail.com,LOUISE,,
General,ORG0283,,,AUSTRALIAN BUSINESS MOBILES (NSW) P,5A 149-163 MITCHELL ROAD,ERSKINEVILLE,,,0459 900 655,testingmainguyen+283@gmail.com,TIM REYNOLDS,,
General,ORG0284,CNNGB,,BEIFA GROUP CO LTD,298 JIANGNAN ROAD EAST,NINGBO,,,86 574 56786889,testingmainguyen+284@gmail.com,FIONA,,
General,ORG0285,CNSHA,,SHANGHAI CHEN LING  INDUSTRIAL CO.L,SHENWANG ROAD,MINGHANG SHANGHAI,,,86 21 65337918,testingmainguyen+285@gmail.com,KRIS,,
General,ORG0286,HKHKG,,DRAGON-I TOYS LTD,9 SCIENCE MUSEUM ROAD,KOWLOON,,,852 3182 5219,testingmainguyen+286@gmail.com,ALEX,,
General,ORG0287,CNSZX,,L AND M TECHNOLOGY LIMITED,2/F BLOCK BZ HUNG MABU THIRD IND PA,BAO'AN DISTRICT SHENZHEN,,,86 755 2747 3335,testingmainguyen+287@gmail.com,ANDY,,
General,ORG0288,CNSHA,,TOP GOAL ENTERPRISE LIMITED,4855 GUANGFULIN ROAD,XIAOKUNSHAN ZHEN SHANGHAI,,,86 21 67877199,testingmainguyen+288@gmail.com,CLARK,,
General,ORG0289,HKHKG,,CONTAC CABLE INDUSTRIAL LIMITED,55 HOI YUEN ROAD,KWUN TONG KOWLOON,,,852 23072768,testingmainguyen+289@gmail.com,EDWIN,,
General,ORG0290,HKHKG,,HEADSTART DIRECT LIMITED,1 SCIENCE MUSEUM ROAD,TST EAST,,,852 3153 4878,testingmainguyen+290@gmail.com,JESSIE,,
General,ORG0291,HKHKG,,HTI TOYS HK LIMITED,22 HUNG TO ROAD,KWAN TONG,,,852 2724 8183,testingmainguyen+291@gmail.com,iris,,
General,ORG0292,HKHKG,,DSL HOLDING LIMITED,21 MA TAU WAI ROAD,HUNGHOM KOWLOON,,,852 21867477,testingmainguyen+292@gmail.com,NIKKO LAM,,
General,ORG0293,CNNGB,,"NINGBO WINPEX IMP. & EXP. CO., LTD",818 JINYUAN ROAD,YINZHOU DISTRICT NINGBO,,,86 574 28867628,testingmainguyen+293@gmail.com,TRACY BI,,
General,ORG0294,SGSIN,,TRIWIN RESOURCES PTE. LTD,18 RICHARDS AVEBUE,SINGAPORE,,,6590000000,testingmainguyen+294@gmail.com,DENIS,,
General,ORG0295,INBOM,,PRINCE CORP PVT. LTD.,OPP SION CHUNABHATTI SIGINAL,SION EAST MUMBAI,,,022 24082288,testingmainguyen+295@gmail.com,neeraj,,
General,ORG0296,CNNGB,,NINGBO XIANGFENG IMP&EXP CO LTD,50 JIYIN ROAD,NINGBO,,,86 574 8623 1519,testingmainguyen+296@gmail.com,Maria Zhu,,
General,ORG0297,CNNGB,,"NINGBO LINKART PAPER PRODUCTS CO.,",568 SOUTHERN TIAN TONG ROAD,"YINGZHOU DISTRICT , NINGBO",,,86 574 5586 1903,testingmainguyen+297@gmail.com,AMY,,
General,ORG0298,THBKK,,"PICNIC PLAST INDUSTRIAL CO.,LTD",49 SOI KAMNANMAN 13,BANGBON BANGBON,,,66 2 8975051,testingmainguyen+298@gmail.com,SURACHAI,,
General,ORG0299,CNSZX,,CHANNELLEE INDUSTRIAL LIMITED,SHIAO 2ND AREA,DALANG LONGHUA SHENZHEN,,,86 755 29537112,testingmainguyen+299@gmail.com,NICOLE,,
General,ORG0300,HKHKG,,POWER SKY INTERNATIONAL LIMITED,151-153 HOI BUN ROAD,KWUN TONG KOWLOON,,,852 3693 8000,testingmainguyen+300@gmail.com,viven,,
General,ORG0301,CNTGZ,,SINCHEM SILICA GEL CO..LTD,1 XINXU INDUSTRIAL,DONGGUO TOWN TENGZHOU,,,86 632 2528333,testingmainguyen+301@gmail.com,LEE,,
General,ORG0302,HKHKG,,STALLION SPORT LIMITED,TAI YOU STREET,SAN PO LONG KOWLOON,,,852 3516 2388,testingmainguyen+302@gmail.com,CHRIS FOX,,
General,ORG0303,,,MITTAL INTERNATIONAL,275 SECTOR,PANIPAT,,,91 180 6612600,testingmainguyen+303@gmail.com,MR TARUN MITTAL,,
General,ORG0304,CNNGB,,"NINGBO SEATOP IMP & EXP CO.,LTD",TIANTONG SOUTH ROAD,YINZHOU,,,0574 8739 7730,testingmainguyen+304@gmail.com,WENDY,,
General,ORG0305,,,"ZHEJIANG XINDING PLASTIC CO.,LTD",2267 JINGZHONG ROAD,HONGIIA ZHEJIANG,,,0576 88806758,testingmainguyen+305@gmail.com,JANE,,
General,ORG0306,HKHKG,,GI-GO TOYS FACTORY LTD,63 MODY ROAD,TST EAST,,,852 2311 9902,testingmainguyen+306@gmail.com,SIMON,,
General,ORG0307,CNNKG,,"NANJING DELTA TOYS & NOVELTY CO., L",66 RUAN JIAN,YUHUA NANJING,,,86 2587718508,testingmainguyen+307@gmail.com,ALICE,,
General,ORG0308,,,THE GEELONG BRUSH COMPANY,40 LEATHER STREET,BREAKWATER,,,03 5229 7663,testingmainguyen+308@gmail.com,JATIN SHARMA,,
General,ORG0309,CNNGB,,"NINGBO SOFINE UNION HOME DECOR CO.,",188 TAIAN MIDDLE ROAD,YINZHOU NINGBO,,,86 574 88173695,testingmainguyen+309@gmail.com,SOPHIA,,
General,ORG0310,,,CJ GLOBAL INC,20-21 WAGARAW ROAD,NEW JERSEY FAIR LAWN,,,646 415 9056,testingmainguyen+310@gmail.com,AL JACOB,,
General,ORG0311,CNNGB,,"NINGBO PARAMONT IMP. & EXP. CO., LT",1498 JIANGNAN ROAD,NINGBO,,,86 574 557178,testingmainguyen+311@gmail.com,LILY XIA,,
General,ORG0312,CNNGB,,"NINGBO MARSWATER IMP & EXP. CO.,LTD",THE EXTENSION SECT OF LIANFENG ROAD,NINGBO CITY ZHEIJIANG,HAISHU DISTRICT,,086 574 55228321,testingmainguyen+312@gmail.com,JANE,,
General,ORG0313,,,"ZHEJIANG HENGYANG UMBRELLA CO.,LTD",518 GUANGDONG ROAD,ZHEJIANG,,,86 057 82296328,testingmainguyen+313@gmail.com,NINA,,
General,ORG0314,CNNKG,,JESN ENTERPRISES LIMITED,27 YANLING LANE,QINHUAI DISTRICT NANJING,,,25 84419355,testingmainguyen+314@gmail.com,VICKY,,
General,ORG0315,,,"ZHANGZHOU ALILY BATH PRODUCTS CO.,",WENPU ROAD,JIAOMEI ECONOMIC DEVELOP ZONE ZHANG,,,0596 3920365,testingmainguyen+315@gmail.com,ANNA,,
General,ORG0316,CNXMN,,LANDY INTERNATIONAL,192-196 TIANFENG TOAD,JIMEI XIAMEN FUJIAN,,,86 592 6299821,testingmainguyen+316@gmail.com,NIKKI,,
General,ORG0317,,,MENNY CORPORATION (INTL) PTY LTD,46-50 KENT ROAD,MASCOT,,,02 9126 9279,testingmainguyen+317@gmail.com,MENNY WASSERSHTROM,,
General,ORG0318,,,HASBRO INTERNATIONAL TRADING B.V.,DE ENTREE 240,1101 EE AMSTERDAM,,,31 20800 4620,testingmainguyen+318@gmail.com,NICHOLAS WOODS,,
General,ORG0319,CNSHA,,SAAME TOOLS (SHANGHAI) IMPORT AND E,1369 KANGQIAO DONG ROAD,SHANGHAI PUDONG NEW AREA,,,86 021 68139851,testingmainguyen+319@gmail.com,RENXIANGQUN,,
General,ORG0320,CNSZX,,INTRA BRANDS LIMITED,1008 HONGLING ZHONG ROAD,SHENZHEN,,,86 755 25588353,testingmainguyen+320@gmail.com,BETTY HUNAG,,
General,ORG0321,CNSWA,,HONGKONG ZHEHONG TOY LIMITED,FUAN NORTH ROAD,CHENGHAI DISTRICT SHANTOU GUANGDONG,,,86 754 89868721,testingmainguyen+321@gmail.com,FINY CAI,,
General,ORG0322,CNHGH,,"HANGZHOU EDAR INTERNATIONAL CO., LT",238 TIANMUSHAN ROAD,HANGZHOU ZHEJIANG,,,86 571 56837002,testingmainguyen+322@gmail.com,IVY LE,,
General,ORG0323,CNHFE,,"HEFEI DGCT IMP. & EXP. CO., LTD",168 XIANGZHANG ROAD,HIGH-TECH DISTRICT HEFEI ANHUI,,,86 551 65302951,testingmainguyen+323@gmail.com,LIN CHEN,,
General,ORG0324,CNHGH,,"HANGZHOU SUNCLEANING CO., LTD.",30 WANTANG ROAD,HIGH NEW EAST SCIENCE TECH.PARK HAN,,,86 571 28861586,testingmainguyen+324@gmail.com,ANNY,,
General,ORG0325,CNJIA,,"INNOVATIVE CREATIONS, INC",33 HONGSHAN STREET,XINWU DISTRICT WUXI JIANGSU,,,86 25 84530453,testingmainguyen+325@gmail.com,HILLARY DING,,
General,ORG0326,,,CANNINGVALE INTERNATIONAL PTY LTD,17 WILLIAM STREET,CREMORNE,,,61 1800801728,testingmainguyen+326@gmail.com,SALES MANAGER,,
General,ORG0327,CNSHA,,"HOT FOCUS, INC",58 XINHAO ROAD,PUDONG NEW DISTRICT SHANGHAI,,,86 21 5838246,testingmainguyen+327@gmail.com,LILIAN LEE,,
General,ORG0328,AUMEL,,CLASSICA KITCHEN & GIFTWARE PTY LTD,2/12 LINCOLN STREET,BRUNSWICK EAST,,,03 9383 5222,testingmainguyen+328@gmail.com,ROBERT BEKHAZI,,
General,ORG0329,CNNGB,,NINGBO SHENGTONG FASHION ACCESSORIE,818 QIMING ROAD,YINZHOU NINGBO,,,86 574 87170276,testingmainguyen+329@gmail.com,ANTHONY YU,,
General,ORG0330,AUMEL,,MISTIYARN PTY LIMITED TRADING AS MI,615 WARRIGAL ROAD,ASHWOOD,,,03 9569 8800,testingmainguyen+330@gmail.com,RICK HARRIS,,
General,ORG0331,,,HOT SPRINGS PTY LTD,37 DIIDT STREET,ALEXANDRIA,,,02 8080 2000,testingmainguyen+331@gmail.com,FAY GAZAL HYBKI,,
General,ORG0332,NZAKL,,STAR PRODUCTS LTD,3 BROADWAY,AUCKLAND,,,64 9636 4484,testingmainguyen+332@gmail.com,MARCHEA ADAMS,,
General,ORG0333,CNNGB,,"NINGHAI YODA STATIONERY CO., LTD.",16 JINSHAN 9TH ROAD,TAOYUAN DISTRICT NINGHAI NINGBO,,,86 574 82538881,testingmainguyen+333@gmail.com,SUSIE CHAN,,
General,ORG0334,CNNGB,,"NINGBO SOLAR TECH IMP & EXP CO., LT",818 JINYUAN ROAD,NINGBO ZHEJIANG,,,86 574 28870771,testingmainguyen+334@gmail.com,ALICE,,
General,ORG0335,CNTAO,,QINGDAO BOARDEST ARTS AND CRAFTS CO,44-60 ZHONGSHAN ROAD,SHI NAN DISTRICT QINGDAO,,,86 532 83813319,testingmainguyen+335@gmail.com,ROBIN XIN,,
General,ORG0336,CNNGB,,NINGBO WIN ALL STATIONERY & GIFT CO,28 BAIZHANG E. ROAD,NINGBO,,,86 574 87283776,testingmainguyen+336@gmail.com,FRANK,,
General,ORG0337,HKHKG,,ECLIPSE TECHNOLOGY LIMITED,135 HOI BUN ROAD,KWUN TONG KOWLOON,,,852 574 87092960,testingmainguyen+337@gmail.com,JOHN JENNINGS,,
General,ORG0338,HKHKG,,TRAVELWAY GROUP INT'L HONG KONG LTD,22-26 AUSTIN AVE.,TSIMSHATSUI,,,852 2317 0018,testingmainguyen+338@gmail.com,JOE ASSI,,
General,ORG0339,CNCAN,,"AEMAXX CO., LIMITED",DONGPU ER ROAD,TIANHE DISTRICT GUANGZHOU,,,86 20 38395470,testingmainguyen+339@gmail.com,TINA,,
General,ORG0340,HKHKG,,BONTEX INDUSTRIAL COMPANY,28 WANG WO TSAI STREET,TSUEN WAN M.T.,,,852 2408 1517,testingmainguyen+340@gmail.com,DONNY HO,,
General,ORG0341,CNNGB,,"REGAL BABYCARE CHINA CO., LTD",SOUTH TIAN TONG ROAD,YINZHOU DISTRICT NINGBO ZHEJIANG,,,86 574 82822281,testingmainguyen+341@gmail.com,CHARLIE McSHANAG,,
General,ORG0342,CATOR,,CALIFORNIA INNOVATIONS INC.,36 DUFFLAW ROAD,TORONTO ONTARIO M6A2W1,,,416 590-7700-403,testingmainguyen+342@gmail.com,GUY GAGNON,,
General,ORG0343,INBOM,,TRINKETREE,3/57 SAMRAT ASHOK,MUMBAI MAHARASHTRA,,,91 9833069343,testingmainguyen+343@gmail.com,DHRUV MANEK,,
General,ORG0344,CNSXG,,SHAOXING MAGPIE-TEXTILE COMPANY LTD,188 QISHENG ROAD,PAOJIANG AREA SHAOXING ZHEJIANG,,,86 575 85520908,testingmainguyen+344@gmail.com,KEVIN,,
General,ORG0345,CNNKG,,EBIC TOOLS LIMITED,109 SOFTWARE AVENUE,NANJING JIANGSU,,,86 25 52275196,testingmainguyen+345@gmail.com,POPPY LI,,
General,ORG0346,HKHKG,,SPLENDID FOOTWEAR CO. LTD,5 WANG TAI ROAD,KOWLOON BAY,,,852 279 502369,testingmainguyen+346@gmail.com,SIMON CHOW,,
General,ORG0347,CNDGG,,STANDBY HOUSEHOLD ARTICLES LIMITED,LIBOSHUI 2ND INDUSTRIAL ZONE,SHIWAN BOLUO HUZHOU GUANGDONG,,,86 752 6187838,testingmainguyen+347@gmail.com,IRIS LIU,,
General,ORG0348,HKHKG,,MING KEE MANUFACTORY LIMITED,1A YUK YAT STREET,TOKWAWAN KOWLOON,,,852 277489 19,testingmainguyen+348@gmail.com,LAWRENCE LEE,,
General,ORG0349,,,SADAQAT LIMITED,SAHIANWALA ROAD,FAISALABAD KHURIANWALA,,,9240000000000,testingmainguyen+349@gmail.com,NADEEM IQBAL,,
General,ORG0350,CNSHA,,AILSIN HOLDINGS LIMITED,188 DUJUAN ROAD,PU DONG SHANGHAI,,,86 21 5059 1407,testingmainguyen+350@gmail.com,ANITA ZONG,,
General,ORG0351,CNSZX,,GOLDEN VISION (CHINA) LIMITED,6 BAO FU ROAD,PING HU LONGGANG DISTRICT SHENZHEN,,,86 18825114689,testingmainguyen+351@gmail.com,IVY CHAN,,
General,ORG0352,HKHKG,,CHASER INTERNATIONAL LIMITED,5 CANTON ROAD,TST KOWLOONG HONG KONG,,,852 28632106,testingmainguyen+352@gmail.com,DORIS WONG,,
General,ORG0353,CNSZX,,WINSTARS TECHNOLOGY LTD,DALANG STREET,LONGHUA TOWN BAO'AN DISTRICT SHENZH,,,,testingmainguyen+353@gmail.com,TONY CHEN,,
General,ORG0354,HKHKG,,PETSOURCE ASIA LIMITED,181 WAI YIP STREET,KWUN TONG KOWLOON HONG KONG,,,852 2981 0811,testingmainguyen+354@gmail.com,NEIL NG,,
General,ORG0355,CNQZJ,,"SUNFLOWER HOME DECORATION CO., LTD",397 CHENGHUA SOUTH ROAD,QUANZHOU FUJIAN,,,86 595 2266 1699,testingmainguyen+355@gmail.com,JESSICA ZHANG,,
General,ORG0356,,,SPORTSWIFT LIMITED - FOB CN,CENTURY HOUSE BRUNEI ROAD,WAKEFIELD WEST YRKSHIRE,,,0044 1924 839,testingmainguyen+356@gmail.com,Chris Beck,,
General,ORG0357,CNNGB,,NINGBO JEANNY IMPORT & EXPORT CO LT,578 TIANTONG SOUTH ROAD,NINGBO ZHEJIANG,,,86 574 56633301,testingmainguyen+357@gmail.com,GEORGE,,
General,ORG0358,CNNGB,,"NINGBO TENGONE IMPORT & EXPORT CO.,",NO.1 JINYE STREET,ZHENHAI DISTRICT NINGBO,,,86 574 87607033,testingmainguyen+358@gmail.com,TEDDY DONG,,
General,ORG0359,HKHKG,,GOLDEN POWER CORPORATION (HK) LIMIT,57 TING KOK ROAD,TAI PO HONG KONG,,,852 31252288,testingmainguyen+359@gmail.com,WLTON CHU,,
General,ORG0360,CNJIX,,"TONGXIANG ZHONGXIANG TEXTILES CO.,",233 FENGXIANG ROAD,JIAXING TONGXIANG,,,86 573 89375511,testingmainguyen+360@gmail.com,PETER,,
General,ORG0361,HKHKG,,CREATIVE BALLS MANUFACTURING LTD,2A SAI YEUNG CHOI STREET,MONGKOK KOWLOON HONG KONG,,,852 3524 7262,testingmainguyen+361@gmail.com,MICHELLE POON,,
General,ORG0362,CNNGB,,"NINGBO LUMIAWELT CO., LTD.",850 CHENGXIN ROAD,YINZHOU NINGBO,,,86 574 88393892,testingmainguyen+362@gmail.com,KAREN WONG,,
General,ORG0363,,,SPORTSWIFT LIMITED - FOB UK,CENTRURY HOUSE BRUNEI ROAD,WAKEFIELD WEST YORKSHIRE,,,0044 1924 839...,testingmainguyen+363@gmail.com,Chris Beck,,
General,ORG0364,CNSZX,,S&T BEST SOLUTION LIMITED,5008 LONGGANG ROAD,LONGGANG  DISTRICT SHENZHEN,,,86 755 28995805,testingmainguyen+364@gmail.com,TINA,,
General,ORG0365,CNYZH,,"YANGZHOU TIIKA TARADING CO., LTD",WEIYANG ROAD,YANGZHOU CITY JIANGSU PROVINCE,,,86 514 87364819,testingmainguyen+365@gmail.com,ADA LI,,
General,ORG0366,CNNGB,,QINGHAI BSBSUCCEED INTERNATIONAL TR,459 TAIKANG MIDDLE ROAD,YINZHOU DISTRICT NINGBO ZHEJIANG,,,86 18268610691,testingmainguyen+366@gmail.com,WENDY LAI,,
General,ORG0367,,,IGLOO BOOKS LTD,MEARS ABBY ROAD,SYWELL NORTHANTS,,,44 1604 741116,testingmainguyen+367@gmail.com,AMANDA RICE,,
General,ORG0368,CNDGG,,"GUANGDONG KEGAO ELECTRONICS CO., LT",39 EAST KEJI AVE,NANHAI FOSHAN GUANGDONG P.R.C,,,86 13927772794,testingmainguyen+368@gmail.com,RAYMOND HO,,
General,ORG0369,CNHFE,,"ANHUI JUST INDUSTRIAL CO., LTD",LONGTU ROAD,HEFEI ANHUI CHINA,,,86 0551-65307186,testingmainguyen+369@gmail.com,CHRIS,,
General,ORG0370,CNSZX,,SHANTOU GUOYI INDUSTRIAL COMPANY LI,BANTIAN INTERNATIONAL CENTER,LONGGANG DISTRICT SHENZHEN,,,86 755 8465 5247,testingmainguyen+370@gmail.com,LILY YANG,,
General,ORG0371,AUMEL,,BELLVIEW CORPORATION PTY LTD,41 LAKESIDE AVE,RESERVOIR,,,03 9460 7022,testingmainguyen+371@gmail.com,KAREN LAWLER,,
General,ORG0372,TWTPE,,"ADATA TECHNOLOGY CO., LTD",LIANCHENG ROAD,NEW TAIPEI CITY ZHONGHE DISTRICT,,,886 28228 0886,testingmainguyen+372@gmail.com,MARY WENG,,
General,ORG0373,,,METTLER PACKAGING PTY LTD,27-31 DUERDIN STREET,NOTTING HILL,,,61 447 061673,testingmainguyen+373@gmail.com,NUR ALTUN,,
General,ORG0374,,,WORLDFA EXPORTS PVT. LTD.,449-450 HSIDC EPIP,KUNDLI DISTT SONEPAT HARYANA,,,920000000000,testingmainguyen+374@gmail.com,AKHIL MITTAL,,
General,ORG0375,CNZUH,,"ZHUHAI HERMESIN ENTERPRISES CO., LT",106 GUANGXIN ROAD,PINGSHA TOWN ZHUHAI,,,86 756 8605 108,testingmainguyen+375@gmail.com,YIN,,
General,ORG0376,HKHKG,,TAI KEE INDUSTRIAL COMPANY LIMITED,7 SHEK PAI TAU ROAD,TUEN MUN N.T. HONG KONG,,,852 21919125,testingmainguyen+376@gmail.com,CLIFF,,
General,ORG0377,CNDGG,,DREAMS INDUSTRIAL LIMITED,89 DURUAN 2 ROAD,PENGJIANG DISTRICT  GUANGDONG,,,750 3655677,testingmainguyen+377@gmail.com,ABBY,,
General,ORG0378,CNDGG,,SHENZHEN GOLD-EAST ELECTRONIC CO.,"467 GUSHU, XIXIANG",BAO'AN DISTRICT SHENZHEN GUANGDONG,,,86 755 2788 9510,testingmainguyen+378@gmail.com,CHUZHAO CHEN,,
General,ORG0379,CNWNZ,,TOPBRIGHT ANIMATION CORPORATION,ANYANG STREET,RUIAN WENZHOU ZHEJIANG,,,0571 8678 7395,testingmainguyen+379@gmail.com,JANET,,
General,ORG0380,CNNGB,,"NINGBO SEASONS IMPORT & EXPORT CO.,",13 YANGUI ROAD,DONGQIANHU TOURIST RESORT,,,86 574 56202320,testingmainguyen+380@gmail.com,HOLLY HU,,
General,ORG0381,,,VENROSS PTY LTD T/AS VR DISTRIBUTIO,22 BUTLER BLVE,ADELAIDE AIRPORT,,,08 8234 1355,testingmainguyen+381@gmail.com,ANTON GUTSCHE,,
General,ORG0382,,,NEW YORK PTY LTD,312 GEORGE ST,WNDSOR,,,401000000,testingmainguyen+382@gmail.com,PHILIP LLOYD,,
General,ORG0383,CNNGB,,"NINGBO WELLCOME TRADING CO., LTD.",299 GUANGHUA ROAD,NINGBO,,,86 57489072862,testingmainguyen+383@gmail.com,LILY HUANG,,
General,ORG0384,,,ENGELITE P/L,7-19 BALLANTYNE STREET,SOUTHBANK,,,61 3 8633 8888,testingmainguyen+384@gmail.com,TOM EVANS,,
General,ORG0385,CNFOC,,"FUJIAN ONLEAD TRADING CO., LTD",71 WUSI ROAD,FUZHOU,,,86 591 28378966,testingmainguyen+385@gmail.com,JANIE CHENG,,
General,ORG0386,CNWNZ,,"WENZHOU MAYA TRADE CO., LTD.",168 DAOHANG ROAD,RUIAN CITY ZHEJIANG,,,86 577 66801877,testingmainguyen+386@gmail.com,MICHAEL LIN,,
General,ORG0387,HKHKG,,SSS PTY LTD,16 VALEDICTION ROAD,KINGS PARK,,,612 9672 3888,testingmainguyen+387@gmail.com,CHERYL ARMSTRONG,,
General,ORG0388,HKHKG,,REDSHIFT INDUSTRIES LTD,485 CASTLE PEAK ROAD,HONG KONG,,,852 2242 6116,testingmainguyen+388@gmail.com,WILSON WONG,,
General,ORG0389,CNHGH,,"ZHEJIANG FAIRTRADE E-ECOMMERCE CO.,",308 NORTH ZHONGSHAN ROAD,HANGZHOU ZHEJIANG,,,86 571 88763899,testingmainguyen+389@gmail.com,HEBE ZHANG,,
General,ORG0390,CNSHA,,"SUNAMI INTERNATIONAL CO., LTD",80 YUN GUANG ROAD,SHANGHAI,,,61 2 96693636,testingmainguyen+390@gmail.com,CHERYL,,
General,ORG0391,CNSHA,,TOYMONSTER  INTERNATIONAL LIMITED,JINZHONG ROAD,CHANGNING DISTRICT SHANGHAI,,,03 90410369,testingmainguyen+391@gmail.com,CHRIS HARDIMAN,,
General,ORG0392,HKHKG,,D & S CABLE INDUSTRIES (HK) LIMITED,151 GLOUCESTER ROAD,HONG KONG,,,86 755 83401338,testingmainguyen+392@gmail.com,AGNEL PENG,,
General,ORG0393,CNCAN,,FESTA (GUANGZHOU) CO LTD,498 HUANSHI ROAD EAST,GUANGZHOU,,,86 20 87622123,testingmainguyen+393@gmail.com,PATRICK NG,,
General,ORG0394,HKHKG,,RAYLAND INDUSTRIAL & DEVELOPMENT CO,12-14 SAM CHUK STREET,SAN PO KONG,,,852 27635688,testingmainguyen+394@gmail.com,GILBERT SIN,,
General,ORG0395,,,HOGEWONING B.V.,VINKENWEG 50,RIJNSBURG NETHERLANDS,,,31700000000,testingmainguyen+395@gmail.com,TROMP HOGEWONING,,
General,ORG0396,CNNGB,,NINGBO SEW-STAR INTERNATIONAL TRADI,3 SHENGBAO ROAD,NINGBO JIANGBEI,,,86 574 87382610,testingmainguyen+396@gmail.com,sales,,
General,ORG0397,CNGUI,,"EISHO CO., LTD.",CHAOYANG ROAD,GUILIN GUANGXI,,,86-773-5680350,testingmainguyen+397@gmail.com,JELLY,,
General,ORG0398,CNHIN,,"ZHEJIANG QIMEI COMMODITY CO., LTD",2 XINYA ROAD,HAINING,,,86 0571 8358 ,testingmainguyen+398@gmail.com,FIONA TAN,,
General,ORG0399,CNDGG,,HK GALONG INDUSTRY LIMITED,1 FENGXING STREET,CHENGHAI SHANTOU GUANGDONG,,,86 754 87215595,testingmainguyen+399@gmail.com,ADA WANG,,
General,ORG0400,CNYIW,,"YIWU HONGXI CRAFT CO., LTD",533 SHENGSHOU ROAD,CHENGXI INDUSTRIAL AREA YIWU ZHEJIA,,,86 579 89907686,testingmainguyen+400@gmail.com,JACKY CHENG,,
General,ORG0401,CNTAO,,PARTY TIME DISTRIBUTION LIMITED,237 WAN NIANQUAN ROAD,LICANG DISTRICT QINGDAO,,,86 18660286101,testingmainguyen+401@gmail.com,ANGIE LIU,,
General,ORG0402,,,JUPITER LIGHT APS,BILLEDVEJ 1 SAL 6,NORDHVAN DEMARK,,,45 3526 1111,testingmainguyen+402@gmail.com,LISA LIN HALSKOV,,
General,ORG0403,,,R.H. SMITH AND SONS (WIGMAKERS) LIM,CALDICOTT DRIVE,GAINSBOROUGH LINCOLNSHIRE,,,44 1132 025457,testingmainguyen+403@gmail.com,SHELLEY McGHIE,,
General,ORG0404,,,SAMBRO INTERNATIONAL LTD,HARDY'S GATE DUMERS LANE,BURY LANCASHIRE,,,0845 873 9380,testingmainguyen+404@gmail.com,MIKE CLAYTON,,
General,ORG0405,HKHKG,,WINGART INTERNATIONAL (HONG KONG) C,77-81 CHAI WA KOK STREET,TSUEN WAN N.T.,,,852 9424 2312,testingmainguyen+405@gmail.com,JOANNA LI  / LEXI PENG,,
General,ORG0406,CNNGB,,"NINGBO EVERSHINE INTERNATIONAL CO.,",99 XIANGYUN NORTH ROAD,HI TECH DISTRICT NINGBO,,,86 574 87256124,testingmainguyen+406@gmail.com,AMY LOU,,
General,ORG0407,HKHKG,,SPIN MASTER TOYS FAR EAST LTD,77 MODY ROAD,TSIM SHA TSUI EAST KOWLOON,,,852 21704160,testingmainguyen+407@gmail.com,CASSANDRA NARDIN,,
General,ORG0408,HKHKG,,"MERCONSER (HK) TOYS CO., LIMITED",122 AUSTIN ROAD,TSIM SHA TSUI KOWLOON,,,86 754 85899755,testingmainguyen+408@gmail.com,SANDY,,
General,ORG0409,CNNGB,,"NINGBO TOPRANK IMPORT & EXPORT CO.,",958 QIAN HU NORTH ROAD,NINGBO ZHEJIANG,,,0574 87340880,testingmainguyen+409@gmail.com,HANSEN,,
General,ORG0410,CNYZH,,"YANCHENG CREATIVE TRADING CO., LTD",11 JUHENG ROAD,YANCHENG CITY JIANGSU PROVINCE,,,86 515 68559886,testingmainguyen+410@gmail.com,FENG LINMEI,,
General,ORG0411,CNCGS,,SUZHOU DARPOOL IMPORT AND EXPORT CO,28 XUEQIAN ROAD,HAIYU TOWN CHANGSHU JIANGSU,,,86 512 52386155,testingmainguyen+411@gmail.com,PETER YAN,,
General,ORG0412,CNDGG,,"FEILONG PLASTIC INDUSTRY CO., LTD",SOUTH OF WENGUAN ROAD,CHENHAI SHANTOU GUANGDONG,,,86 754 86989396,testingmainguyen+412@gmail.com,BELINDA ZHANG,,
General,ORG0413,AUMEL,,AUSTPAPER PTY LTD,32-36 CAPITAL LINK DRIVE,CAMPBELLFIELD VICTORIA,,,03 93570908,testingmainguyen+413@gmail.com,ROBERT LANE,,
General,ORG0414,CNSZX,,"SHENZHEN SHUOYU TECHNOLOGY CO., LTD",DALANG STREET,LONGHUA DISTRICT SHENZHEN GUANGDONG,,,0086 755 2821,testingmainguyen+414@gmail.com,YUANYUAN LONG,,
General,ORG0415,HKHKG,,BUILDER PACKING AND MATERIALS LIMIT,25 TAI YIP STREET,KWUN TONG HONG KONG,,,852 2756 0657,testingmainguyen+415@gmail.com,KAREN LAU,,
